/usr/local/lib/python2.7/dist-packages/lasagne/init.py:86: UserWarning: The uniform initializer no longer uses Glorot et al.'s approach to determine the bounds, but defaults to the range (-0.01, 0.01) instead. Please use the new GlorotUniform initializer to get the old behavior. GlorotUniform is now the default for all layers.
  warnings.warn("The uniform initializer no longer uses Glorot et al.'s "
/usr/local/lib/python2.7/dist-packages/lasagne/layers/helper.py:69: UserWarning: get_all_layers() has been changed to return layers in topological order. The former implementation is still available as get_all_layers_old(), but will be removed before the first release of Lasagne. To ignore this warning, use `warnings.filterwarnings('ignore', '.*topo.*')`.
  warnings.warn("get_all_layers() has been changed to return layers in "
local file exists
MD5 check passed
use existing files
There are 1056 yes images
There are 9244 no images
There are 22860 unknown images that we will predict
# Neural Network with 412626 learnable parameters

## Layer information

  #  name      size
---  --------  --------
  0  input     1x91x91
  1  conv1     4x89x89
  2  pool1     4x45x45
  3  dropout1  4x45x45
  4  conv2     8x43x43
  5  pool2     8x22x22
  6  dropout2  8x22x22
  7  conv3     16x21x21
  8  pool3     16x11x11
  9  dropout3  16x11x11
 10  hidden4   200
 11  dropout4  200
 12  hidden5   120
 13  dropout5  120
 14  output    2

  epoch    train loss    valid loss    train/val    valid acc  dur
    427       0.02584       0.02427      1.06480      0.99127  32.95s
    428       0.03189       0.02669      1.19470      0.99173  32.67s
    429       0.03013       0.02294      1.31338      0.99265  32.85s
    430       0.02975       0.03206      0.92796      0.99173  32.71s
    431       0.02484       0.02310      1.07505      0.99127  32.82s
    432       0.02705       0.02581      1.04825      0.99173  32.90s
    433       0.02515       0.02582      0.97414      0.99265  32.83s
    434       0.02568       0.02872      0.89414      0.99127  33.00s
    435       0.02655       0.02284      1.16240      0.99311  32.92s
    436       0.03037       0.02521      1.20450      0.99311  32.87s
    437       0.02871       0.02291      1.25307      0.99357  32.78s
    438       0.02890       0.03571      0.80925      0.99035  32.91s
    439       0.02695       0.02389      1.12786      0.99219  32.88s
    440       0.03181       0.02398      1.32637      0.99173  33.05s
    441       [36m0.02250[0m       0.03250      0.69241      0.99035  32.87s
    442       0.02752       0.02579      1.06718      0.99219  32.87s
    443       0.02366       [32m0.01798[0m      1.31575      0.99449  32.81s
    444       0.02750       0.02198      1.25143      0.99449  32.80s
    445       0.02643       0.02567      1.02965      0.99173  32.98s
    446       0.02285       0.02075      1.10133      0.99403  32.79s
    447       0.02373       0.02269      1.04593      0.99449  32.82s
    448       0.02940       0.02119      1.38722      0.99403  32.78s
    449       0.02715       0.01893      1.43425      0.99540  32.94s
    450       0.02554       0.02104      1.21436      0.99449  32.71s
    451       0.02783       0.02041      1.36379      0.99449  32.88s
    452       0.02709       0.02361      1.14740      0.99449  32.74s
    453       0.02984       0.02094      1.42514      0.99357  32.89s
    454       0.02395       0.02497      0.95907      0.99265  32.81s
    455       0.03120       0.03540      0.88120      0.98582  33.91s
    456       0.02476       0.03174      0.78020      0.99127  33.13s
    457       0.02546       0.03128      0.81406      0.99173  32.87s
    458       [36m0.02152[0m       0.02180      0.98719      0.99357  33.04s
    459       0.02665       0.02185      1.21949      0.99449  32.86s
    460       0.02437       0.02217      1.09922      0.99311  32.92s
    461       0.02571       0.02190      1.17399      0.99449  32.82s
    462       0.02689       0.02374      1.13274      0.99357  32.99s
    463       0.02348       0.02054      1.14275      0.99632  32.95s
    464       0.02662       0.02783      0.95643      0.99311  32.90s
    465       0.03089       0.02272      1.35952      0.99586  32.92s
    466       0.02225       0.02684      0.82882      0.99494  32.95s
    467       0.02644       0.02502      1.05695      0.99265  33.11s
    468       0.02588       0.02596      0.99695      0.99127  32.84s
    469       0.02435       0.02743      0.88789      0.99265  33.25s
    470       0.02674       0.02300      1.16234      0.99494  32.94s
    471       0.02491       0.02541      0.98031      0.99449  33.34s
    472       0.02452       0.01967      1.24661      0.99586  33.41s
    473       0.02860       0.02202      1.29925      0.99403  32.94s
    474       0.02297       0.02020      1.13671      0.99403  32.94s
    475       0.02469       0.02182      1.13155      0.99311  32.94s
    476       [36m0.02074[0m       0.02102      0.98669      0.99357  32.89s
    477       0.02444       0.02051      1.19140      0.99403  32.84s
    478       0.02727       0.01869      1.45937      0.99449  33.00s
    479       0.02769       [32m0.01674[0m      1.65449      0.99540  32.85s
    480       0.02729       0.01888      1.44504      0.99540  32.97s
    481       0.02275       0.02260      1.00668      0.99357  32.90s
    482       0.02498       0.01946      1.28346      0.99449  33.07s
    483       0.02146       0.01992      1.07742      0.99265  32.94s
    484       0.02397       0.02171      1.10410      0.99265  32.95s
    485       0.02664       0.02015      1.32247      0.99357  32.99s
    486       0.02498       0.01720      1.45197      0.99494  32.91s
    487       0.02719       0.02210      1.23036      0.99311  33.01s
    488       0.02345       0.02027      1.15709      0.99357  32.86s
    489       0.02424       0.01880      1.28904      0.99540  33.03s
    490       0.02469       0.02442      1.01112      0.99265  32.90s
    491       0.02450       0.02601      0.94195      0.99265  32.98s
    492       0.02305       0.02426      0.95021      0.99311  32.88s
    493       0.02180       0.02607      0.83608      0.98989  33.10s
    494       0.02681       0.03048      0.87964      0.98897  32.91s
    495       0.02470       0.02383      1.03651      0.99035  32.84s
    496       0.02590       0.01930      1.34226      0.99311  32.81s
    497       0.02722       0.03148      0.86467      0.99081  32.76s
    498       0.02559       0.01783      1.43501      0.99632  32.83s
    499       0.02371       0.02079      1.14019      0.99403  32.73s
    500       [36m0.01990[0m       0.01892      1.05184      0.99449  32.87s
    501       0.02412       0.01958      1.23175      0.99403  32.76s
    502       0.02749       0.02245      1.22448      0.99265  32.86s
    503       0.02330       0.02167      1.07514      0.99494  32.81s
    504       0.02605       0.01974      1.31956      0.99586  32.75s
    505       0.02611       0.01825      1.43076      0.99494  32.78s
    506       0.02390       0.01781      1.34195      0.99540  32.72s
    507       0.02168       0.01911      1.13474      0.99449  32.78s
    508       0.02129       0.02078      1.02473      0.99403  32.67s
    509       0.02090       0.02299      0.90918      0.99357  32.90s
    510       0.02709       0.02149      1.26069      0.99494  32.69s
    511       0.02062       0.01687      1.22263      0.99770  32.84s
    512       0.02777       0.02220      1.25053      0.99403  32.74s
    513       0.02587       0.02856      0.90587      0.98996  32.77s
    514       0.02636       0.01915      1.37610      0.99770  32.75s
    515       0.02825       0.01923      1.46919      0.99540  32.71s
    516       0.02220       0.01891      1.17378      0.99586  32.84s
    517       0.02226       0.01964      1.13346      0.99540  32.69s
    518       0.02126       0.02124      1.00110      0.99494  32.73s
    519       0.02603       0.01997      1.30317      0.99678  32.63s
    520       0.02441       0.01959      1.24571      0.99494  32.78s
    521       0.02330       0.03179      0.73297      0.99035  32.75s
    522       0.03069       0.02625      1.16897      0.99403  32.74s
    523       0.02511       0.02435      1.03136      0.99088  32.59s
    524       0.02676       0.02210      1.21074      0.99586  32.68s
    525       0.02229       0.02103      1.05987      0.99540  32.66s
    526       [36m0.01964[0m       0.01859      1.05639      0.99586  33.21s
    527       0.02093       0.02150      0.97352      0.99540  33.15s
    528       0.02460       0.02142      1.14857      0.99586  32.68s
    529       0.02525       0.01842      1.37075      0.99632  32.78s
    530       0.02744       0.02164      1.26794      0.99586  32.84s
    531       0.02488       0.02015      1.23481      0.99403  32.82s
    532       0.02433       0.02221      1.09575      0.99403  32.84s
    533       0.02158       [32m0.01458[0m      1.48021      0.99770  32.98s
    534       0.02367       0.01933      1.22499      0.99226  32.79s
    535       0.02263       0.01750      1.29361      0.99540  32.83s
    536       0.02236       0.01937      1.15466      0.99632  32.69s
    537       0.02522       0.01990      1.26751      0.99357  32.87s
    538       0.02145       0.01828      1.17322      0.99540  32.86s
    539       0.02680       0.01801      1.48809      0.99540  32.81s
    540       [36m0.01917[0m       0.01518      1.26296      0.99678  32.85s
    541       0.02255       0.01736      1.29879      0.99678  32.72s
    542       0.02005       0.01940      1.03372      0.99494  32.75s
    543       0.02358       0.01708      1.38050      0.99678  32.90s
    544       0.02154       0.01538      1.40058      0.99678  32.84s
    545       0.02139       0.01828      1.17054      0.99586  32.72s
    546       0.02541       0.02011      1.26321      0.99586  32.79s
    547       0.02704       0.02064      1.31003      0.99449  32.76s
    548       0.02572       0.03648      0.70515      0.98674  32.86s
    549       0.02519       0.01979      1.27341      0.99494  32.85s
    550       0.02359       0.02806      0.84087      0.98766  32.74s
    551       0.02408       0.01664      1.44670      0.99586  32.79s
    552       0.02395       0.01628      1.47129      0.99632  32.75s
    553       [36m0.01904[0m       0.01648      1.15550      0.99678  32.85s
    554       0.02257       0.01785      1.26479      0.99632  32.71s
    555       0.02705       0.01801      1.50174      0.99632  32.83s
    556       0.02070       [32m0.01421[0m      1.45611      0.99724  32.66s
    557       0.02376       0.01668      1.42467      0.99586  32.97s
    558       0.02251       0.02020      1.11458      0.99494  32.81s
    559       0.02272       0.01574      1.44364      0.99678  32.87s
    560       0.02342       [32m0.01240[0m      1.88847      0.99724  32.84s
    561       0.02180       0.01722      1.26612      0.99724  32.77s
    562       0.02411       0.01936      1.24538      0.99494  32.85s
    563       0.02401       0.01867      1.28610      0.99540  32.74s
    564       0.01913       0.01702      1.12396      0.99586  32.82s
    565       0.02689       0.01766      1.52261      0.99632  32.77s
    566       0.02198       0.02195      1.00133      0.99357  33.29s
    567       0.02039       0.02090      0.97546      0.99357  33.25s
    568       0.02103       0.01775      1.18472      0.99318  33.11s
    569       0.02284       0.01972      1.15871      0.99586  32.97s
    570       0.01959       0.02030      0.96507      0.99494  32.92s
    571       0.02816       0.02141      1.31539      0.99494  33.17s
    572       0.02641       0.02236      1.18084      0.99403  33.28s
    573       0.02652       0.02475      1.07162      0.99357  33.22s
    574       0.03229       0.02446      1.32006      0.99494  33.16s
    575       0.02024       0.02732      0.74067      0.99173  33.26s
    576       0.02147       0.01809      1.18668      0.99540  33.14s
    577       0.02041       0.02019      1.01068      0.99449  33.19s
    578       0.02158       0.02172      0.99342      0.99449  33.21s
    579       0.01929       0.02183      0.88374      0.99494  33.12s
    580       0.02542       0.01943      1.30830      0.99678  33.16s
    581       0.02197       0.02387      0.92062      0.99357  33.70s
    582       0.02506       0.03181      0.78789      0.98897  33.21s
    583       0.02073       0.01778      1.16616      0.99318  32.97s
    584       0.02380       0.01863      1.27717      0.99678  33.08s
    585       0.02592       0.01996      1.29885      0.99134  32.96s
    586       0.02343       0.02284      1.02593      0.99494  33.06s
    587       0.02524       0.02788      0.90532      0.99311  33.07s
    588       0.02480       0.02031      1.22121      0.99449  33.03s
    589       0.02161       0.02407      0.89777      0.99357  33.07s
    590       [36m0.01888[0m       0.02147      0.87921      0.99226  33.01s
    591       0.02262       0.01890      1.19710      0.99586  33.16s
    592       0.02147       0.02153      0.99762      0.99540  33.06s
    593       0.02170       0.02325      0.93333      0.99449  33.12s
    594       0.02125       0.01923      1.10510      0.99678  33.07s
    595       [36m0.01651[0m       0.01782      0.92666      0.99540  33.16s
    596       0.02184       0.01474      1.48184      0.99724  33.08s
    597       0.02343       0.01858      1.26133      0.99494  33.17s
    598       0.02567       0.01538      1.66970      0.99678  33.20s
    599       0.01882       0.02343      0.80332      0.99127  33.04s
    600       0.01937       0.01818      1.06567      0.99678  33.13s
    601       0.02095       0.01989      1.05323      0.99540  32.99s
    602       0.02550       0.01760      1.44887      0.99586  33.19s
    603       0.02026       0.02118      0.95665      0.99449  33.09s
    604       0.01815       0.01584      1.14564      0.99724  33.14s
    605       0.01797       0.01607      1.11804      0.99678  32.98s
    606       0.02189       0.01969      1.11190      0.99494  33.11s
    607       0.02436       0.01946      1.25157      0.99088  33.14s
    608       0.01978       0.02374      0.83302      0.98812  33.14s
    609       0.01789       0.02427      0.73716      0.98904  33.15s
    610       0.02456       0.01952      1.25791      0.99357  32.99s
    611       0.02901       0.02911      0.99659      0.98766  33.20s
    612       0.02662       0.01806      1.47456      0.99449  33.16s
    613       0.01910       0.01770      1.07927      0.99586  33.16s
    614       0.02264       0.01775      1.27566      0.99586  32.88s
    615       0.02276       0.01987      1.14561      0.99540  33.19s
    616       0.02172       0.02480      0.87602      0.99357  33.12s
    617       0.02036       0.01616      1.25983      0.99632  33.11s
    618       0.02330       0.02131      1.09339      0.99403  33.12s
    619       0.02248       0.02065      1.08830      0.99449  32.89s
    620       0.02496       0.02055      1.21456      0.99494  33.13s
    621       0.02167       0.02780      0.77947      0.98996  32.98s
    622       0.02473       0.01764      1.40166      0.99678  33.08s
    623       0.01875       0.01881      0.99661      0.99180  32.96s
    624       0.01977       0.01757      1.12467      0.99180  33.19s
    625       0.02178       0.01685      1.29321      0.99318  33.03s
    626       0.01908       0.01862      1.02448      0.99494  33.14s
    627       0.01810       0.01857      0.97477      0.99494  33.14s
    628       0.02264       0.01805      1.25478      0.99226  33.14s
    629       0.02288       0.01592      1.43717      0.99724  33.22s
    630       0.01872       0.01584      1.18170      0.99678  33.09s
    631       0.02011       0.02202      0.91334      0.99265  33.25s
    632       0.01875       0.01735      1.08105      0.99494  33.07s
    633       0.02312       0.01600      1.44482      0.99632  33.20s
    634       0.02269       0.02003      1.13286      0.99311  33.05s
    635       0.02243       0.01419      1.58022      0.99816  33.70s
    636       0.02297       0.01875      1.22490      0.99449  33.48s
    637       0.02241       0.01345      1.66574      0.99678  33.03s
    638       0.01713       0.01635      1.04761      0.99357  33.24s
    639       0.02181       [32m0.01237[0m      1.76258      0.99816  33.10s
    640       0.02168       0.01319      1.64378      0.99770  33.14s
    641       0.02185       0.01725      1.26642      0.99449  33.08s
    642       0.02168       0.01756      1.23511      0.99724  33.23s
    643       0.02150       0.01367      1.57252      0.99724  33.03s
    644       0.01848       0.01526      1.21101      0.99632  33.17s
    645       0.02290       0.01787      1.28147      0.99632  33.14s
    646       0.02166       0.01855      1.16744      0.99540  33.06s
    647       0.02025       0.02722      0.74421      0.99311  33.21s
    648       0.02055       0.01391      1.47731      0.99770  33.11s
    649       0.01938       0.01453      1.33417      0.99770  33.18s
    650       0.02156       0.01648      1.30790      0.99226  33.03s
    651       0.02180       0.01903      1.14516      0.99540  33.20s
    652       0.01770       0.01650      1.07288      0.99494  33.15s
    653       0.01770       0.01358      1.30377      0.99724  33.23s
    654       0.02448       0.01411      1.73488      0.99816  33.23s
    655       0.02242       0.01450      1.54598      0.99678  33.08s
    656       0.01706       [32m0.01081[0m      1.57729      0.99770  33.16s
    657       0.01837       0.01525      1.20454      0.99724  33.07s
    658       0.01680       0.01996      0.84164      0.99540  33.05s
    659       0.02013       0.01405      1.43256      0.99632  33.06s
    660       0.01818       0.01871      0.97174      0.99088  33.16s
    661       0.02072       0.01726      1.20034      0.99586  33.00s
    662       0.02079       0.01634      1.27213      0.99540  33.20s
    663       0.01656       0.01583      1.04595      0.99586  33.11s
    664       0.02421       0.01307      1.85302      0.99724  33.13s
    665       0.01823       0.01687      1.08037      0.99586  33.08s
    666       0.01738       0.02036      0.85370      0.99449  33.07s
    667       0.02205       0.01727      1.27698      0.99180  33.08s
    668       0.02366       0.01887      1.25364      0.99586  33.00s
    669       0.02363       0.01865      1.26671      0.99494  33.07s
    670       0.02143       0.01887      1.13573      0.99449  33.04s
    671       0.02324       0.01670      1.39229      0.99586  33.14s
    672       0.02079       0.01474      1.40986      0.99724  32.99s
    673       0.02010       0.01377      1.45985      0.99770  33.12s
    674       0.02170       0.01542      1.40747      0.99724  33.08s
    675       0.01865       0.01633      1.14196      0.99632  33.11s
    676       0.02390       0.01507      1.58568      0.99724  33.10s
    677       0.02489       0.01438      1.73094      0.99724  32.99s
    678       0.02159       0.01458      1.48131      0.99724  33.09s
    679       0.02013       0.01552      1.29697      0.99724  33.06s
    680       0.01964       0.01611      1.21897      0.99678  33.09s
    681       0.01738       0.01332      1.30522      0.99678  33.04s
    682       0.01807       0.01515      1.19264      0.99632  33.02s
    683       0.02160       0.01280      1.68758      0.99816  32.79s
    684       [36m0.01453[0m       0.01391      1.04497      0.99770  33.14s
    685       0.02224       0.01629      1.36510      0.99449  33.17s
    686       0.01607       0.01919      0.83752      0.99042  33.08s
    687       0.02263       0.01843      1.22811      0.99180  33.14s
    688       0.01714       0.01740      0.98526      0.99632  33.04s
    689       0.01782       0.02236      0.79699      0.99403  33.40s
    690       0.02306       0.01908      1.20832      0.99540  33.53s
    691       0.01693       0.01862      0.90925      0.99540  33.11s
    692       0.01960       0.01809      1.08390      0.99632  33.06s
    693       0.01850       0.01858      0.99591      0.99494  33.14s
    694       0.01944       0.02209      0.87998      0.99494  33.15s
    695       0.02000       0.01594      1.25434      0.99724  33.03s
    696       0.01670       0.01364      1.22426      0.99724  33.16s
    697       0.01699       0.01343      1.26479      0.99678  33.07s
    698       0.02099       0.01719      1.22147      0.99770  33.15s
    699       0.01893       0.01400      1.35275      0.99724  32.98s
    700       0.01847       0.01730      1.06750      0.99586  33.21s
    701       0.01473       0.01306      1.12812      0.99770  32.97s
    702       0.01790       0.01653      1.08296      0.99494  33.20s
    703       0.02193       0.01996      1.09862      0.99357  33.06s
    704       0.01595       0.01406      1.13421      0.99678  33.02s
    705       0.01967       0.01870      1.05179      0.99449  33.10s
    706       0.01569       0.01501      1.04502      0.99540  32.94s
    707       [36m0.01316[0m       0.01734      0.75895      0.99494  33.10s
    708       0.01813       0.01698      1.06726      0.99724  32.98s
    709       0.01875       0.02121      0.88431      0.99403  33.04s
    710       0.02019       0.02224      0.90792      0.99134  32.87s
    711       0.02471       0.02778      0.88956      0.98720  33.00s
    712       0.01782       0.02041      0.87282      0.99180  33.02s
    713       0.01797       0.01962      0.91578      0.99272  33.04s
    714       0.01645       0.01768      0.93036      0.99180  33.04s
    715       0.01996       0.02138      0.93386      0.99088  32.97s
    716       0.01952       0.01676      1.16432      0.99226  33.08s
    717       0.02071       0.01554      1.33204      0.99678  32.91s
    718       0.02074       0.01763      1.17600      0.99540  33.05s
    719       0.01975       0.01465      1.34802      0.99678  32.91s
    720       0.02207       0.01991      1.10839      0.99134  33.08s
    721       0.01427       0.01596      0.89396      0.99494  32.94s
    722       0.01769       0.01641      1.07755      0.99586  33.06s
    723       0.01772       0.01657      1.06939      0.99678  32.98s
    724       0.01797       0.01587      1.13214      0.99410  33.06s
    725       0.01954       0.01566      1.24819      0.99770  33.19s
    726       0.01685       0.01633      1.03192      0.99724  32.97s
    727       0.01451       0.01546      0.93867      0.99724  33.15s
    728       0.01636       0.01505      1.08707      0.99678  33.11s
    729       0.02066       0.01422      1.45303      0.99770  33.11s
    730       0.01873       0.01831      1.02306      0.99540  32.98s
    731       0.02160       0.01838      1.17499      0.99586  33.09s
    732       0.02422       0.02223      1.08953      0.99311  33.06s
    733       0.01846       0.01844      1.00113      0.99632  33.09s
    734       [36m0.01303[0m       0.01707      0.76333      0.99632  33.14s
    735       0.01910       0.02034      0.93927      0.99403  32.90s
    736       0.01927       0.01552      1.24149      0.99632  33.08s
Early stopping.
Best valid loss was 0.010813 at epoch 656.
Loaded parameters to layer 'conv1' (shape 4x1x3x3).
Loaded parameters to layer 'conv1' (shape 4).
Loaded parameters to layer 'conv2' (shape 8x4x3x3).
Loaded parameters to layer 'conv2' (shape 8).
Loaded parameters to layer 'conv3' (shape 16x8x2x2).
Loaded parameters to layer 'conv3' (shape 16).
Loaded parameters to layer 'hidden4' (shape 1936x200).
Loaded parameters to layer 'hidden4' (shape 200).
Loaded parameters to layer 'hidden5' (shape 200x120).
Loaded parameters to layer 'hidden5' (shape 120).
Loaded parameters to layer 'output' (shape 120x2).
Loaded parameters to layer 'output' (shape 2).
