,target
229,0.270869493484
230,0.468419015408
231,0.915730595589
232,0.0210839994252
233,0.337313294411
235,0.0953243374825
237,0.651638150215
240,0.0977339223027
243,0.0353044494987
244,0.99902176857
245,0.214455157518
246,0.248817518353
247,0.0552584528923
248,0.0598679482937
250,0.109080813825
252,0.32037127018
254,0.000530382094439
255,0.099826477468
257,0.0531194359064
267,0.019472386688
268,0.213127911091
271,0.775525093079
274,0.166385382414
277,0.389474362135
280,0.0653526932001
281,0.696488261223
283,0.314598709345
284,0.756029784679
286,0.0979483276606
287,0.118467435241
288,0.0652407631278
290,0.0282516553998
291,0.570762634277
292,0.137766674161
295,0.146020010114
301,0.0699565112591
303,0.299332082272
304,0.0302672516555
305,0.976719379425
308,0.0457791909575
313,0.0648133382201
314,0.0232069101185
315,0.0883333086967
317,0.123412899673
318,0.302100509405
319,0.267066717148
320,0.57812166214
323,0.027230726555
325,0.0450224168599
327,0.145515009761
328,0.0401205383241
329,0.0421724915504
330,0.0158932451159
333,0.786485135555
334,0.250681489706
342,0.238793626428
343,0.201916635036
346,0.0531497374177
347,0.0475093834102
348,0.46039929986
353,0.02150878869
354,0.0500496067107
356,0.0993774756789
358,0.663248598576
359,0.781422495842
360,0.103023327887
361,0.075683452189
365,0.207276672125
366,0.912451863289
367,0.104696087539
370,0.233500435948
371,0.599884450436
373,0.403409540653
375,0.322053790092
378,0.00817105919123
379,0.240608796477
380,0.211807385087
383,0.495518028736
388,0.207125678658
389,0.172607764602
392,0.0294477473944
395,0.247373983264
396,0.0056524714455
397,0.464549690485
400,0.0518073551357
401,0.00118920463137
402,0.00875377561897
403,0.553524255753
405,0.0110122775659
408,0.143097683787
410,0.179696574807
414,0.0547973327339
415,0.405097156763
416,0.425019234419
418,0.00145658722613
422,0.000381363177439
424,0.606497943401
427,0.000640319427475
428,0.0212814770639
429,0.233816593885
430,0.694562613964
436,0.0355003364384
437,0.0783378630877
438,0.0199712179601
440,0.38950830698
441,0.229292213917
443,0.286606758833
445,0.0168990138918
446,0.0277135688812
447,0.189707130194
448,0.315856516361
451,0.391390919685
453,0.0814383402467
454,0.152129501104
458,0.000834131089505
460,0.0867149233818
461,0.0515248440206
463,0.0130665535107
465,0.208376795053
466,0.281007856131
469,0.228939026594
470,0.114113032818
474,0.0908198878169
475,0.000532792939339
484,0.000301620864775
485,0.423566192389
486,0.147159561515
490,0.0234859064221
493,0.0508013106883
494,0.284738391638
497,0.191409140825
498,0.211271375418
501,0.0236656069756
503,0.392820358276
508,0.982190132141
510,0.181952431798
511,0.018055440858
512,0.257670909166
513,0.0322860591114
514,0.0736601799726
515,0.130475357175
517,0.000530728255399
518,0.78560334444
519,0.147173047066
523,0.41016960144
525,0.175410673022
526,0.0296803060919
530,0.0843850001693
532,0.159720540047
537,0.0424672663212
538,0.611002802849
539,0.25376367569
541,0.120600968599
542,0.0586760640144
544,0.420366674662
545,0.323703080416
550,0.00114591384772
551,0.0984625071287
552,0.0611398033798
553,0.0191416963935
557,0.20006608963
558,0.165863439441
564,0.000679541321006
567,0.0463531501591
568,0.0110682295635
571,0.000419452902861
575,0.674043536186
577,0.097274646163
578,0.109356336296
580,0.0910094454885
586,0.461858183146
589,0.0789817869663
591,0.140886068344
592,0.366896033287
593,0.0539211034775
595,0.184542104602
596,0.0100715430453
599,0.476735860109
608,0.0268824454397
610,0.88455748558
611,0.0112224118784
614,0.641438186169
616,0.373867303133
618,0.054757412523
619,0.0685183182359
620,0.0335407294333
621,0.0217393208295
622,0.0745325684547
627,0.000474968372146
629,0.0447932854295
630,0.031185945496
631,0.328906834126
632,0.175518870354
633,0.116688326001
634,0.160835042596
635,0.0881550982594
636,0.122511506081
637,0.0799585431814
638,0.121428191662
639,0.615286946297
641,0.364767044783
648,0.0569131225348
649,0.298147141933
654,0.192739233375
660,0.04216722399
662,0.638098835945
664,0.00494696013629
665,0.200979813933
669,0.000200182112167
670,0.0489130169153
671,0.409312605858
672,0.35659751296
675,0.338545173407
676,0.0669259950519
677,0.0933738574386
678,0.25913760066
680,0.194146066904
681,0.178017005324
683,0.136972486973
684,0.674728691578
696,0.0489866025746
697,0.134868755937
698,0.667989253998
699,0.197446852922
700,0.0693517550826
701,0.0215601250529
702,0.0749749839306
703,0.606630384922
704,0.0581256151199
705,0.143488377333
707,0.344889551401
708,0.208707928658
712,0.0654471367598
713,0.203626796603
715,0.180459722877
717,0.0385257266462
720,0.364504367113
721,0.380800694227
722,0.0425023175776
723,0.139833107591
728,0.345772087574
729,0.0606425628066
731,0.201119303703
733,0.0580629818141
735,0.904896438122
736,0.886422514915
737,0.0673930644989
739,0.220440089703
740,0.171408206224
742,0.0480096079409
743,0.0182086229324
745,0.00036597304279
747,0.043095368892
749,0.0950050354004
750,0.466850250959
751,0.257518470287
753,0.0998100191355
755,0.031767450273
757,0.0773645713925
761,0.0617195479572
763,0.333993196487
764,0.123489528894
766,0.0139401145279
769,0.000722500961274
770,0.0864624455571
771,0.931598544121
772,0.186585560441
774,0.0419025085866
776,0.496317178011
777,0.000462375435745
780,0.276588737965
782,0.273032933474
783,0.42935732007
784,0.0879124850035
785,0.0624304451048
787,0.0919829830527
788,0.102537766099
790,0.286274403334
792,0.639143049717
793,0.0218835156411
794,0.0899895355105
797,0.152712836862
799,0.000313195458148
800,0.118496820331
802,0.0501620285213
803,0.726463258266
806,0.0276103205979
807,0.000425317004556
809,0.337069928646
811,0.0410628467798
812,0.602479875088
813,0.712683558464
814,0.0264503844082
816,0.232131436467
821,0.639223814011
822,0.103900656104
825,0.0139170428738
827,0.000821098219603
830,0.146943584085
832,0.468113601208
835,0.228425085545
837,0.045552637428
841,0.167730867863
843,0.856768548489
844,0.165477111936
845,0.56633579731
847,0.779512166977
849,0.016508128494
851,0.257317721844
852,0.512382030487
854,0.88330757618
855,0.0627907142043
859,0.0433513186872
860,0.790587842464
861,0.502564907074
862,0.00607513217255
863,0.0672088935971
864,0.00133050046861
865,0.335700511932
866,0.117957487702
867,0.173391133547
868,0.634175658226
872,0.0860436409712
873,0.436756402254
876,0.337268680334
880,0.155179858208
884,0.124851465225
885,0.397030502558
887,0.0133325792849
888,0.0973710343242
889,0.255363345146
892,0.000606770743616
893,0.0198498480022
896,0.158395901322
898,0.663758814335
899,0.270186513662
900,0.0523025207222
901,0.763002157211
903,0.657572746277
904,0.714979350567
909,0.524802625179
912,0.244856342673
919,0.0381360538304
920,0.252318054438
923,0.122051991522
926,0.0413441509008
927,0.379617333412
929,0.0891375392675
931,0.0651331245899
933,0.504020988941
937,0.0669430047274
938,0.132221922278
943,0.158131599426
947,0.190740227699
948,0.00075730268145
949,0.00205876422115
951,0.186897367239
952,0.275553435087
953,0.027827585116
954,0.326983511448
955,0.000581109081395
957,0.161710366607
958,0.271934688091
959,0.0406500212848
961,0.0933401212096
962,0.233847156167
963,0.00821815337986
964,0.276799619198
968,0.48073258996
971,0.256960451603
972,0.12330584228
975,0.000435931113316
977,0.0542014092207
978,0.0807004198432
979,0.0562867149711
980,0.163737997413
981,0.0659016221762
982,0.459297716618
984,0.221401810646
986,0.157535746694
989,0.0467843674123
992,0.600079476833
993,0.0757195204496
997,0.376712828875
1000,0.152643620968
1001,0.743913710117
1003,0.0598804019392
1004,0.113192044199
1006,0.0202910769731
1008,0.184579417109
1012,0.731818199158
1019,0.201700821519
1020,0.785671293736
1023,0.0957941487432
1024,0.537981629372
1025,0.0137493852526
1026,0.669421732426
1030,0.000718042778317
1032,0.040045324713
1034,0.512764036655
1037,0.0715994089842
1041,0.746253311634
1042,0.172997564077
1044,0.044151045382
1045,0.0938562676311
1048,0.0679499357939
1050,0.0688684880733
1054,0.0496710725129
1055,0.034678183496
1057,0.240336105227
1058,0.104060404003
1059,0.000937790784519
1061,0.00050366576761
1062,0.0392772592604
1063,0.126278921962
1064,0.145323336124
1065,0.159876301885
1066,0.0012749065645
1068,0.819406986237
1070,0.926367282867
1074,0.36329472065
1079,0.000519409601111
1080,0.552799403667
1082,0.0475662238896
1089,0.589670360088
1092,0.00056999316439
1093,0.0393389090896
1096,0.0360757112503
1097,0.119265638292
1098,0.0421501249075
1099,0.202730923891
1100,0.085794493556
1102,0.133890122175
1104,0.108952909708
1105,0.02069462277
1106,0.655595183372
1108,0.795330822468
1109,0.388327896595
1110,0.883740484715
1111,0.000783662428148
1117,0.393747597933
1118,0.808221459389
1121,0.0349998213351
1122,0.373612314463
1124,0.271432071924
1130,0.541795670986
1132,0.384686172009
1133,0.092171818018
1134,0.5631955266
1135,0.0497608743608
1136,0.29157987237
1141,0.000741716125049
1142,0.355886816978
1143,0.190064072609
1145,0.0852100923657
1146,0.775611162186
1150,0.000271955679636
1153,0.0331432558596
1154,0.838512718678
1155,0.0752515122294
1156,0.443170040846
1157,0.0990350022912
1159,0.240593776107
1160,0.127569451928
1162,0.0578493215144
1164,0.0771193951368
1167,0.0277713574469
1168,0.487841874361
1169,0.0623438991606
1175,0.0616134405136
1177,0.150833904743
1179,0.178150400519
1180,0.106974549592
1181,0.598328351974
1183,0.00133923068643
1187,0.0629204660654
1188,0.723634243011
1192,0.0921466425061
1194,0.0421985015273
1199,0.0536350533366
1203,0.244615927339
1205,0.0645809918642
1207,0.373577862978
1211,0.039536613971
1215,0.0931306257844
1219,0.766032755375
1220,0.0548234842718
1224,0.159112751484
1226,0.966671288013
1228,0.054862190038
1232,0.0121735827997
1234,0.313691198826
1235,0.00107296276838
1237,0.288917630911
1241,0.169401407242
1243,0.00107934256084
1245,0.209510296583
1247,0.121865518391
1248,0.0750534012914
1249,0.308619707823
1252,0.0466872006655
1253,0.419156014919
1255,0.0326671600342
1258,0.160224840045
1259,0.0530609749258
1261,0.10438966006
1264,0.334046363831
1266,0.035918161273
1268,0.0633480921388
1273,0.0194596219808
1276,0.236897155643
1277,0.108124449849
1279,0.0254651494324
1280,0.0144291864708
1282,0.124868564308
1287,0.991055965424
1288,0.0193417966366
1291,0.194452181458
1293,0.138913229108
1295,0.824092626572
1297,0.383980184793
1298,0.0368857756257
1299,0.0703561306
1300,0.000696502742358
1304,0.797575294971
1306,0.166353970766
1307,0.14178955555
1308,0.116887331009
1311,0.424980640411
1312,0.206833302975
1313,0.471782445908
1315,0.0852059572935
1317,0.137685194612
1319,0.196857064962
1320,0.158974558115
1323,0.12079320848
1324,0.0216575656086
1327,0.121675238013
1328,0.223048791289
1330,0.217525050044
1333,0.208899155259
1334,0.864765286446
1336,0.000540208478924
1337,0.283399254084
1346,0.990053474903
1347,0.001419635606
1348,0.027565330267
1353,0.465819150209
1355,0.215545848012
1356,0.000377026764909
1357,0.281685352325
1358,0.167774707079
1361,0.48356539011
1362,0.751045286655
1365,0.416974931955
1366,0.119174860418
1367,0.056816264987
1369,0.027759892866
1371,0.983752131462
1372,0.17354016006
1373,0.523868620396
1375,0.0291413329542
1377,0.11890976131
1378,0.0011584404856
1382,0.224662750959
1383,0.0618713870645
1384,0.310566186905
1386,0.0784812197089
1388,0.057467341423
1389,0.0652429461479
1390,0.151928603649
1392,0.101166754961
1393,0.098930157721
1394,0.0846799835563
1395,0.031432852149
1397,0.184423416853
1399,0.102294310927
1404,0.0085949357599
1408,0.486388832331
1409,0.178714945912
1412,0.412958681583
1414,0.2894346416
1418,0.0863451063633
1419,0.208185330033
1421,0.258094578981
1424,0.232545241714
1426,0.0614273101091
1427,0.0763757228851
1430,0.0570522844791
1433,0.100774072111
1436,0.350273519754
1443,0.0600157044828
1445,0.00651520537212
1446,0.157850340009
1449,0.467764049768
1451,0.0305869616568
1455,0.090380422771
1456,0.0290607456118
1457,0.0872598364949
1460,0.520167052746
1462,0.115010067821
1463,0.0299633927643
1464,0.116924472153
1466,0.0443746075034
1468,0.102927878499
1470,0.0291511807591
1471,0.22686958313
1472,0.0693414881825
1474,0.446608692408
1476,0.0693051144481
1477,0.667112529278
1482,0.110842972994
1485,0.230300322175
1486,0.356325387955
1488,0.142587244511
1489,0.0763318538666
1490,0.261043012142
1492,0.0171542800963
1493,0.592064082623
1494,0.0662142634392
1495,0.162162199616
1496,0.0599125809968
1497,0.130796760321
1501,0.436240762472
1505,0.36223256588
1506,0.177974030375
1507,0.000570405914914
1508,0.0790333971381
1509,0.111308448017
1511,0.367979079485
1514,0.0171618144959
1515,0.0262328125536
1517,0.246977508068
1518,0.128641590476
1523,0.0569582991302
1524,0.357229709625
1525,0.10850995034
1531,0.0255796741694
1533,0.191445723176
1535,0.343532919884
1538,0.00824829377234
1539,0.000876490958035
1541,0.0957351103425
1542,0.0800498649478
1543,0.0524570159614
1544,0.828627645969
1548,0.0945918634534
1549,0.0012352730846
1554,0.155165359378
1557,0.0846742242575
1559,0.000502873561345
1560,0.960167169571
1564,0.0369830541313
1566,0.101339764893
1570,0.199582889676
1571,0.219923242927
1574,0.0164682529867
1575,0.0985463932157
1576,0.00504581863061
1577,0.374406695366
1578,0.18924126029
1580,0.0907363295555
1581,0.16460852325
1582,0.12699227035
1593,0.000532244739588
1595,0.59355533123
1599,0.117820627987
1600,0.104900926352
1601,0.0528730750084
1602,0.645693540573
1603,0.076140858233
1608,0.148180380464
1611,0.151192516088
1612,0.140111908317
1620,0.645473062992
1621,0.225823476911
1623,0.041022695601
1625,0.28685849905
1626,0.147281214595
1627,0.146615609527
1628,0.0748670697212
1634,0.293864011765
1639,0.474482685328
1642,0.0263008289039
1643,0.0482208169997
1644,0.329702943563
1645,0.153655678034
1646,0.0216083806008
1649,0.67980748415
1651,0.397515147924
1655,0.103753395379
1656,0.0330633558333
1658,0.619545638561
1659,0.0913963392377
1661,0.0157171208411
1662,0.87721824646
1664,0.0913521125913
1669,0.0234136134386
1671,0.155074000359
1672,0.165514588356
1673,0.328106105328
1674,0.129011958838
1675,0.071332000196
1677,0.200340256095
1679,0.278029382229
1680,0.637551009655
1683,0.000842874404043
1684,0.0381252989173
1685,0.466290533543
1686,0.296476006508
1687,0.081707932055
1689,0.0874912887812
1690,0.396951049566
1692,0.0570995286107
1693,0.25558874011
1694,0.0203539486974
1695,0.291439205408
1696,0.0560453012586
1697,0.000929589499719
1700,0.117645293474
1701,0.148192331195
1702,0.449653118849
1703,0.162271514535
1705,0.196440428495
1706,0.152704894543
1707,0.891292512417
1711,0.0555663779378
1714,0.138355761766
1718,0.00086717994418
1723,0.145926639438
1726,0.0519443936646
1727,0.32485717535
1728,0.198790296912
1729,0.622738599777
1730,0.465788573027
1731,0.0558028109372
1733,0.271428585052
1735,0.43164947629
1736,0.487770557404
1740,0.0597847104073
1742,0.26894530654
1743,0.690172314644
1744,0.0532936491072
1745,0.0935233086348
1748,0.0282416623086
1752,0.0957226604223
1753,0.147138625383
1754,0.13936047256
1755,0.0980942994356
1758,0.00661453092471
1759,0.000289492163574
1760,0.0328655354679
1761,0.393916100264
1763,0.427000075579
1767,0.184477314353
1768,0.0143945207819
1769,0.285604506731
1771,0.147324949503
1776,0.410198152065
1780,0.119114756584
1785,0.0325415730476
1786,0.441292762756
1788,0.165192916989
1792,0.259086489677
1793,0.178162768483
1794,0.0266467630863
1796,0.351551800966
1797,0.1935454458
1798,0.0636733174324
1799,0.232214510441
1800,0.468653559685
1802,0.0853737294674
1803,0.129311725497
1807,0.440812945366
1809,0.135091394186
1814,0.197798207402
1815,0.0896941646934
1816,0.0882302373648
1818,0.222383543849
1819,0.124217167497
1823,0.185964584351
1825,0.000500402413309
1828,0.000378001364879
1829,0.342707782984
1830,0.10044169426
1831,0.388262271881
1832,0.0272404663265
1835,0.186184301972
1837,0.177522420883
1838,0.174410611391
1841,0.496366292238
1845,0.555108249187
1847,0.00143787986599
1849,0.253841340542
1851,0.629738092422
1852,0.468755632639
1854,0.996734380722
1855,0.0986753627658
1857,0.078569509089
1859,0.444927603006
1861,0.139035686851
1862,0.0924453213811
1863,0.896949291229
1864,0.113257452846
1867,0.326235353947
1868,0.239807114005
1871,0.537643074989
1872,0.333065509796
1874,0.234990730882
1875,0.297951966524
1879,0.256120294333
1884,0.41916924715
1885,0.323822200298
1886,0.662145256996
1888,0.000303136650473
1889,0.562509596348
1893,0.56888115406
1898,0.0848574861884
1901,0.0558888874948
1902,0.000339505815646
1906,0.166532278061
1907,0.107584327459
1908,0.276747912169
1909,0.0429511144757
1910,0.0259541273117
1911,0.130446523428
1916,0.0759713575244
1917,0.319691449404
1920,0.437063515186
1921,0.0640587434173
1924,0.0242125540972
1927,0.0772969871759
1929,0.167727515101
1931,0.0311926584691
1933,0.00363706843928
1938,0.229998335242
1939,0.217068254948
1941,0.57991206646
1947,0.0311537310481
1948,0.205117806792
1949,0.560251772404
1950,0.147726491094
1951,0.00327357230708
1954,0.0109755601734
1955,0.348789274693
1957,0.102317802608
1959,0.0788213834167
1962,0.50459009409
1963,0.206694975495
1965,0.00631340174004
1967,0.000584644323681
1968,0.0207532327622
1970,0.000675238668919
1972,0.0271197687835
1973,0.366166174412
1977,0.353071242571
1980,0.0097880801186
1981,0.00358066987246
1984,0.0815779045224
1985,0.0644000545144
1986,0.192054063082
1987,0.0650348067284
1988,0.0136215398088
1993,0.60499048233
1997,0.0293415430933
1998,0.0497262105346
2002,0.353022545576
2003,0.346777588129
2004,0.0655311867595
2005,0.985961079597
2007,0.995993733406
2009,0.246555417776
2010,0.101045675576
2011,0.776660859585
2012,0.122428558767
2013,0.267584621906
2019,0.0822303369641
2023,0.356177300215
2024,0.0885162204504
2026,0.103496395051
2029,0.0396820902824
2030,0.462392628193
2031,0.480752944946
2032,0.884189844131
2033,0.0246764086187
2034,0.303316682577
2037,0.074997164309
2038,0.161309972405
2039,0.0370527729392
2040,0.111044958234
2046,0.100374214351
2047,0.104681156576
2049,0.0902305692434
2050,0.0178420431912
2052,0.135485723615
2053,0.0528413839638
2054,0.000757002213504
2056,0.289531350136
2058,0.688860356808
2059,0.00087010365678
2060,0.176282674074
2063,0.196545124054
2066,0.644972085953
2067,0.567849814892
2070,0.0543380901217
2071,0.133420601487
2072,0.0343764685094
2073,0.0459844470024
2076,0.0147067010403
2078,0.882278680801
2079,0.0414094813168
2081,0.152046099305
2083,0.0112431449816
2084,0.0360286384821
2086,0.482282072306
2089,0.0100657250732
2092,0.270597755909
2093,0.0463998503983
2098,0.0471857972443
2100,0.000569373078179
2103,0.535252332687
2105,0.595648705959
2108,0.714673161507
2110,0.242439717054
2111,0.0767451673746
2113,0.074049577117
2116,0.221046760678
2118,0.608142852783
2122,0.0250646173954
2123,0.016939535737
2126,0.354549139738
2129,0.126664578915
2132,0.142324179411
2133,0.387701094151
2134,0.0253089927137
2136,0.360109806061
2137,0.0375028178096
2139,0.05812093243
2141,0.124488651752
2147,0.190551921725
2152,0.993531644344
2153,0.198830977082
2155,0.157676264644
2156,0.0287325903773
2160,0.00714781973511
2161,0.337305158377
2162,0.0826151072979
2163,0.950282275677
2166,0.0301097296178
2173,0.090421102941
2174,0.414510458708
2175,0.13768671453
2180,0.429018437862
2182,0.306541979313
2185,0.189126163721
2187,0.0887767747045
2188,0.432110011578
2190,0.057107411325
2191,0.238374426961
2192,0.123889245093
2194,0.603847622871
2196,0.0921650379896
2197,0.239315673709
2203,0.0367921516299
2206,0.0720388889313
2208,0.0830732807517
2213,0.475531309843
2215,0.164269790053
2218,0.367130309343
2219,0.145030140877
2220,0.571765184402
2221,0.00766332168132
2223,0.235186353326
2224,0.365467399359
2225,0.0908480659127
2228,0.0307227764279
2229,0.35173240304
2234,0.287373125553
2235,0.206173300743
2236,0.437849581242
2237,0.0150229800493
2238,0.297915518284
2240,0.278279274702
2242,0.449418365955
2245,0.117871195078
2248,0.147472321987
2250,0.914555072784
2251,0.164562508464
2253,0.122521668673
2257,0.152951434255
2260,0.597357690334
2261,0.0553866587579
2262,0.1351095438
2263,0.1576243788
2264,0.0466815456748
2266,0.207026347518
2267,0.115009993315
2270,0.258370101452
2272,0.103397674859
2278,0.251144617796
2279,0.0792987942696
2280,0.0403397716582
2281,0.288047879934
2283,0.0720845013857
2284,0.119045168161
2287,0.837127387524
2289,0.131143897772
2290,0.35934689641
2292,0.409926205873
2295,0.0283331964165
2297,0.0596780665219
2298,0.272619634867
2300,0.324860662222
2301,0.037782497704
2303,0.128437057137
2305,0.165724620223
2307,0.154478147626
2308,0.763567268848
2309,0.0524518936872
2311,0.106583319604
2312,0.0527908988297
2313,0.318989008665
2320,0.138258472085
2321,0.454770714045
2324,0.335091292858
2326,0.0004761160817
2328,0.000750652572606
2329,0.0690267905593
2332,0.509462594986
2335,0.0197174884379
2337,0.45598974824
2340,0.183245867491
2344,0.0906725823879
2345,0.000676942581777
2347,0.408755421638
2350,0.0617929957807
2351,0.013673751615
2352,0.112673185766
2353,0.42674562335
2355,0.221612140536
2356,0.148510590196
2365,0.33238530159
2371,0.468247562647
2372,0.00590118858963
2374,0.191433697939
2376,0.00352075253613
2383,0.294339746237
2384,0.0240826457739
2385,0.198025733232
2386,0.113988153636
2387,0.755320966244
2389,0.0618579871953
2390,0.0803815722466
2391,0.00191050232388
2393,0.882542133331
2395,0.154338657856
2396,0.0243161711842
2400,0.000429342442658
2402,0.0668828636408
2404,0.639918684959
2407,0.0850500017405
2409,0.374409079552
2410,0.0907968133688
2412,0.00817044451833
2413,0.437973231077
2415,0.153792783618
2416,0.12397827208
2417,0.0528219155967
2418,0.127812370658
2420,0.304051548243
2422,0.0404277667403
2424,0.229657411575
2425,0.22959241271
2427,0.0876555070281
2428,0.219147384167
2429,0.630593001842
2433,0.174893349409
2434,0.611059904099
2435,0.156054154038
2437,0.352266728878
2439,0.743096590042
2440,0.0105622382835
2441,0.0317394249141
2443,0.0292646382004
2444,0.579729139805
2446,0.135045871139
2447,0.0171314142644
2449,0.204585388303
2452,0.17517375946
2454,0.000621771963779
2455,0.0645672082901
2456,0.129411920905
2458,0.097596488893
2459,0.072391718626
2466,0.162884965539
2467,0.38255122304
2469,0.000306743051624
2471,0.0269751623273
2473,0.0588510558009
2474,0.0901687815785
2476,0.0516477413476
2479,0.000719611532986
2481,0.427866309881
2485,0.322634637356
2486,0.215277805924
2491,0.00904985330999
2492,0.6461109519
2494,0.168968752027
2495,0.0483081750572
2496,0.56472492218
2497,0.152212560177
2499,0.461934685707
2501,0.104633979499
2502,0.175266236067
2505,0.225367173553
2515,0.697578787804
2517,0.117146342993
2518,0.0600189529359
2520,0.0575167052448
2521,0.123701199889
2524,0.0135383810848
2525,0.0220118276775
2526,0.129133716226
2527,0.442299306393
2528,0.0213561020792
2529,0.128826871514
2532,0.531564772129
2535,0.178720757365
2536,0.0195764862001
2541,0.0428072363138
2542,0.0440141260624
2543,0.488491743803
2544,0.171805948019
2545,0.0302453413606
2547,0.283729732037
2562,0.0679221972823
2563,0.388868421316
2566,0.373575359583
2568,0.384412705898
2571,0.334702640772
2574,0.0320490114391
2580,0.123071551323
2581,0.369805067778
2583,0.456964939833
2584,0.123952843249
2585,0.0940747782588
2587,0.200943335891
2588,0.045357670635
2589,0.776533603668
2591,0.195230141282
2592,0.463487267494
2596,0.139310374856
2598,0.297801434994
2599,0.0205109026283
2600,0.276510506868
2604,0.219885975122
2607,0.441212773323
2610,0.505903601646
2611,0.000431323191151
2612,0.15071490407
2614,0.323630183935
2615,0.152846843004
2617,0.955631494522
2618,0.108320333064
2619,0.227014824748
2621,0.284601539373
2622,0.13478012383
2623,0.0265344716609
2625,0.266646027565
2630,0.000567857467104
2633,0.513250052929
2636,0.274459391832
2637,0.000367378990632
2639,0.000532746780664
2641,0.00101612159051
2643,0.043252248317
2644,0.701596438885
2645,0.107347935438
2649,0.000900098821148
2652,0.0513781160116
2654,0.773210346699
2655,0.117515325546
2656,0.291925787926
2662,0.208283349872
2664,0.13192640245
2666,0.184180468321
2668,0.272090762854
2671,0.0961685702205
2673,0.294510811567
2676,0.000546275463421
2678,0.000191054394236
2679,0.0307867862284
2680,0.0286828111857
2683,0.116748131812
2684,0.40960919857
2686,0.100095957518
2687,0.018712002784
2690,0.103228069842
2691,0.369459867477
2692,0.1310865134
2694,0.469886541367
2695,0.613806724548
2706,0.19277831912
2707,0.0653216391802
2708,0.737038016319
2711,0.269004881382
2712,0.0680837631226
2713,0.0266659799963
2714,0.200607255101
2715,0.0840151384473
2717,0.000514706072863
2718,0.0691030845046
2719,0.264016628265
2721,0.477935314178
2724,0.0164286326617
2725,0.213998377323
2728,0.11388977617
2729,0.339183241129
2733,0.156731903553
2734,0.0504369139671
2737,0.000483525655
2738,0.376585304737
2740,0.0262158624828
2746,0.0449954234064
2747,0.127830311656
2749,0.166239321232
2750,0.121003843844
2755,0.228280678391
2756,0.249714106321
2760,0.196556210518
2761,0.0958855301142
2762,0.513640105724
2763,0.000783279421739
2766,0.158094212413
2767,0.182821035385
2770,0.532128334045
2771,0.0849843621254
2775,0.0930121168494
2776,0.0899035930634
2780,0.0447828620672
2782,0.0973422080278
2783,0.0205597113818
2786,0.282549440861
2787,0.729519665241
2788,0.0238809082657
2790,0.314247131348
2793,0.0575643256307
2798,0.0699208006263
2804,0.0403196364641
2805,0.0360193252563
2809,0.575171887875
2810,0.390548348427
2812,0.275165915489
2813,0.185661807656
2815,0.0715055316687
2816,0.0455343313515
2818,0.37924349308
2820,0.156330406666
2822,0.107429750264
2823,0.0440038330853
2825,0.0180240850896
2826,0.101338870823
2829,0.0459531322122
2832,0.641088247299
2834,0.539312779903
2835,0.0491579063237
2838,0.445539921522
2839,0.0233604125679
2842,0.622932076454
2844,0.0398643575609
2847,0.990377902985
2849,0.0230951327831
2854,0.0638154819608
2857,0.0337741188705
2860,0.0013360013254
2868,0.0796554088593
2869,0.227590382099
2870,0.0223915912211
2875,0.0760564133525
2877,0.194878011942
2878,0.526745140553
2880,0.0895254164934
2883,0.880601108074
2885,0.128573670983
2886,0.124492771924
2887,0.177344068885
2893,0.0402522422373
