/usr/local/lib/python2.7/dist-packages/lasagne/init.py:86: UserWarning: The uniform initializer no longer uses Glorot et al.'s approach to determine the bounds, but defaults to the range (-0.01, 0.01) instead. Please use the new GlorotUniform initializer to get the old behavior. GlorotUniform is now the default for all layers.
  warnings.warn("The uniform initializer no longer uses Glorot et al.'s "
/usr/local/lib/python2.7/dist-packages/lasagne/layers/helper.py:69: UserWarning: get_all_layers() has been changed to return layers in topological order. The former implementation is still available as get_all_layers_old(), but will be removed before the first release of Lasagne. To ignore this warning, use `warnings.filterwarnings('ignore', '.*topo.*')`.
  warnings.warn("get_all_layers() has been changed to return layers in "
local file exists
MD5 check passed
use existing files
There are 1056 yes images
There are 9244 no images
There are 22860 unknown images that we will predict
# Neural Network with 592862 learnable parameters

## Layer information

  #  name      size
---  --------  --------
  0  input     1x91x91
  1  conv1     5x89x89
  2  pool1     5x45x45
  3  dropout1  5x45x45
  4  conv2     10x44x44
  5  pool2     10x22x22
  6  dropout2  10x22x22
  7  conv3     20x21x21
  8  pool3     20x11x11
  9  dropout3  20x11x11
 10  hidden4   230
 11  dropout4  230
 12  hidden5   150
 13  dropout5  150
 14  output    2

  epoch    train loss    valid loss    train/val    valid acc  dur
    425       0.03810       0.03234      1.17832      0.99127  41.41s
    426       0.02772       0.03170      0.87462      0.99127  40.49s
    427       0.03299       0.02708      1.21844      0.99173  40.71s
    428       0.03617       0.02807      1.28842      0.98766  40.99s
    429       0.02849       0.02569      1.10918      0.98904  40.77s
    430       0.03251       0.02427      1.33970      0.99357  40.18s
    431       0.03161       0.02632      1.20070      0.98812  40.79s
    432       0.03271       0.03367      0.97150      0.98628  40.46s
    433       [36m0.02472[0m       0.02696      0.91677      0.99219  39.55s
    434       0.02586       0.02824      0.91573      0.98674  39.89s
    435       0.03542       0.02855      1.24078      0.98858  40.15s
    436       0.03056       0.03540      0.86320      0.98674  40.56s
    437       0.03129       0.02944      1.06290      0.98766  41.40s
    438       0.02611       0.02987      0.87412      0.99265  40.60s
    439       0.03025       0.01970      1.53547      0.99403  40.25s
    440       0.03064       0.02348      1.30520      0.99494  41.08s
    441       0.02825       0.02823      1.00058      0.99265  40.68s
    442       0.02908       0.02260      1.28670      0.99357  40.43s
    443       [36m0.02429[0m       0.02666      0.91112      0.99311  40.22s
    444       0.03856       0.02537      1.51956      0.99219  40.08s
    445       0.03261       0.02442      1.33540      0.99311  39.29s
    446       0.03026       0.02804      1.07884      0.99265  39.76s
    447       0.02881       0.02510      1.14804      0.99265  39.58s
    448       0.03143       0.02326      1.35138      0.99311  39.95s
    449       0.02886       0.02367      1.21967      0.99311  40.87s
    450       0.02548       0.02155      1.18217      0.99494  41.29s
    451       0.02526       0.01963      1.28691      0.99403  40.32s
    452       0.02860       0.02163      1.32219      0.99357  40.90s
    453       0.03171       0.03010      1.05354      0.99173  41.10s
    454       0.02505       0.02524      0.99258      0.99449  40.13s
    455       0.03027       0.02365      1.28004      0.99357  40.08s
    456       0.03045       0.01944      1.56619      0.99494  39.68s
    457       0.02938       0.02810      1.04540      0.98766  39.43s
    458       [36m0.02337[0m       0.02869      0.81481      0.98950  39.77s
    459       0.02648       0.02621      1.01051      0.98950  40.15s
    460       0.03098       0.02952      1.04963      0.98950  40.49s
    461       0.02905       0.02496      1.16407      0.99494  40.69s
    462       0.03033       0.04273      0.70990      0.98812  40.75s
    463       0.02737       0.02826      0.96854      0.98996  40.68s
    464       0.02834       0.03153      0.89876      0.98996  40.54s
    465       0.03062       0.02318      1.32102      0.98996  41.07s
    466       0.02862       0.03160      0.90589      0.98904  40.56s
    467       0.02425       0.02715      0.89327      0.98904  40.18s
    468       0.02696       0.01892      1.42448      0.99540  39.98s
    469       0.02891       0.02007      1.44053      0.99449  39.52s
    470       0.02757       0.02184      1.26221      0.99403  39.94s
    471       0.03048       0.02572      1.18517      0.99311  39.95s
    472       0.02888       0.02814      1.02664      0.99219  39.64s
    473       0.03090       0.01812      1.70579      0.99449  39.87s
    474       0.03145       0.02581      1.21867      0.99403  39.64s
    475       0.02756       0.02177      1.26598      0.99449  39.53s
    476       0.02816       0.02339      1.20400      0.99357  40.59s
    477       0.02827       0.02148      1.31590      0.99449  39.93s
    478       0.02661       0.01860      1.43056      0.99403  39.50s
    479       0.02596       0.02012      1.29032      0.99494  40.15s
    480       0.03121       0.02461      1.26828      0.99311  39.91s
    481       0.02372       0.02098      1.13066      0.99403  39.47s
    482       0.02673       0.03071      0.87031      0.99311  40.13s
    483       0.02761       0.02482      1.11265      0.99403  40.20s
    484       0.02826       [32m0.01691[0m      1.67078      0.99403  39.53s
    485       0.02851       0.01760      1.61987      0.99586  39.95s
    486       [36m0.02298[0m       0.01806      1.27272      0.99540  39.76s
    487       0.02671       0.02365      1.12931      0.99219  39.58s
    488       0.03054       [32m0.01677[0m      1.82055      0.99540  39.86s
    489       0.02338       0.01956      1.19552      0.99540  39.77s
    490       0.02304       [32m0.01615[0m      1.42646      0.99586  39.55s
    491       0.02496       0.01780      1.40218      0.99540  40.11s
    492       0.02634       0.02062      1.27729      0.99357  40.13s
    493       0.02861       0.01981      1.44416      0.99494  39.60s
    494       [36m0.02295[0m       0.02545      0.90169      0.99311  40.10s
    495       0.02467       0.02215      1.11389      0.99311  39.87s
    496       0.03590       0.01717      2.09141      0.99494  39.58s
    497       0.02764       0.02087      1.32422      0.99449  39.79s
    498       0.02894       0.02171      1.33280      0.99494  39.69s
    499       0.02898       0.02165      1.33864      0.99449  40.03s
    500       0.02870       0.02441      1.17587      0.99403  41.25s
    501       0.02744       0.03929      0.69850      0.98766  41.10s
    502       0.02351       0.02118      1.10985      0.99403  41.52s
    503       0.02425       0.01643      1.47558      0.99540  40.83s
    504       0.03219       0.02775      1.15991      0.99265  41.02s
    505       0.03083       0.02823      1.09220      0.99357  40.41s
    506       0.02351       0.02177      1.07995      0.99357  41.33s
    507       0.02543       0.01932      1.31648      0.99311  41.97s
    508       0.02401       0.02696      0.89050      0.99311  42.38s
    509       0.02845       0.02159      1.31771      0.99311  42.51s
    510       0.02462       0.03014      0.81671      0.99357  42.55s
    511       0.02665       0.02664      1.00044      0.99357  42.38s
    512       0.02543       0.02208      1.15169      0.99449  41.85s
    513       0.02417       0.01913      1.26316      0.99403  41.96s
    514       0.02472       0.02486      0.99455      0.99357  42.35s
    515       [36m0.02270[0m       0.02524      0.89964      0.99449  42.18s
    516       0.02792       0.02680      1.04167      0.99265  42.37s
    517       [36m0.02153[0m       0.02670      0.80607      0.99403  42.31s
    518       0.02795       0.01939      1.44147      0.99540  42.09s
    519       0.02945       0.02924      1.00710      0.98858  42.19s
    520       0.02535       0.02382      1.06390      0.99311  42.71s
    521       0.02673       0.02460      1.08696      0.98904  42.36s
    522       0.02663       0.03599      0.73990      0.98858  41.78s
    523       0.02259       0.01681      1.34415      0.99586  42.12s
    524       0.02160       0.02720      0.79396      0.99403  42.23s
    525       0.02612       0.03063      0.85281      0.98950  42.03s
    526       0.03105       0.02498      1.24269      0.99357  41.94s
    527       0.02545       0.02489      1.02230      0.99357  42.14s
    528       0.02582       0.02171      1.18916      0.98996  41.87s
    529       0.03159       0.03154      1.00143      0.98996  42.02s
    530       0.02586       0.02478      1.04366      0.99088  42.20s
    531       0.02584       0.02317      1.11524      0.99042  42.47s
    532       0.02181       0.02657      0.82088      0.98812  42.33s
    533       0.02471       0.02307      1.07136      0.99403  42.23s
    534       0.02755       0.02874      0.95840      0.98812  42.12s
    535       [36m0.02090[0m       0.01964      1.06439      0.99357  42.02s
    536       0.02595       0.02886      0.89925      0.98858  42.35s
    537       0.03116       0.02728      1.14241      0.99265  42.47s
    538       0.02731       0.02253      1.21255      0.99449  42.08s
    539       0.02614       0.02524      1.03569      0.99357  42.04s
    540       0.02596       0.01704      1.52317      0.99632  42.20s
    541       0.02709       0.01780      1.52220      0.99449  42.24s
    542       0.02535       0.02365      1.07209      0.99403  42.66s
    543       0.02276       0.01887      1.20591      0.99449  42.35s
    544       0.02841       0.01922      1.47828      0.99494  42.27s
    545       0.03101       0.02723      1.13889      0.99403  42.14s
    546       0.03025       0.02049      1.47684      0.99540  41.92s
    547       0.02158       0.01964      1.09858      0.99494  42.30s
    548       0.02641       0.01833      1.44139      0.99678  42.39s
    549       0.02328       0.01647      1.41304      0.99770  42.15s
    550       0.02680       0.01729      1.54972      0.99494  42.18s
    551       0.02905       0.01620      1.79349      0.99586  42.24s
    552       0.02517       0.02511      1.00262      0.99311  42.69s
    553       0.02573       0.01893      1.35956      0.99403  42.98s
    554       0.02513       0.01963      1.28027      0.99449  42.79s
    555       0.02848       0.02239      1.27168      0.99494  42.77s
    556       0.02448       0.02002      1.22309      0.99494  42.26s
    557       0.02581       0.01946      1.32632      0.99449  42.61s
    558       0.02313       0.02936      0.78792      0.98950  42.68s
    559       0.02127       0.01690      1.25862      0.99449  42.60s
    560       0.02366       [32m0.01328[0m      1.78115      0.99632  42.61s
    561       0.02486       0.01820      1.36564      0.99540  42.23s
    562       0.02330       0.01773      1.31445      0.99494  42.38s
    563       0.02532       0.01795      1.41072      0.99494  42.78s
    564       0.02746       0.02530      1.08541      0.99403  42.57s
    565       0.02429       0.02270      1.07006      0.99357  42.63s
    566       0.02172       0.01688      1.28715      0.99586  42.24s
    567       0.02536       0.02106      1.20432      0.99449  42.21s
    568       0.02341       0.01708      1.37052      0.99586  42.53s
    569       0.02634       0.01422      1.85222      0.99678  42.87s
    570       0.02879       0.01825      1.57725      0.99632  42.86s
    571       0.02345       0.02030      1.15540      0.99632  42.58s
    572       0.02622       0.02068      1.26774      0.99403  42.51s
    573       0.03057       0.01340      2.28037      0.99770  42.39s
    574       0.02596       0.02167      1.19787      0.99042  42.18s
    575       0.02773       0.01965      1.41128      0.99449  42.03s
    576       0.03649       0.01907      1.91374      0.99403  42.35s
    577       0.02390       0.01511      1.58230      0.99632  42.50s
    578       0.02822       0.01609      1.75414      0.99540  42.49s
    579       [36m0.02075[0m       [32m0.01118[0m      1.85654      0.99724  42.53s
    580       0.02522       0.01746      1.44455      0.99540  42.82s
    581       0.02365       0.01291      1.83137      0.99770  42.60s
    582       0.02580       0.01553      1.66083      0.99540  42.26s
    583       0.03056       0.01768      1.72855      0.99586  42.07s
    584       0.02567       0.01719      1.49323      0.99678  42.11s
    585       0.02533       0.01386      1.82811      0.99678  42.16s
    586       0.02556       0.01956      1.30649      0.99540  42.39s
    587       0.02981       0.02306      1.29247      0.99540  42.29s
    588       0.02402       0.02386      1.00658      0.99403  42.45s
    589       0.02357       0.01313      1.79535      0.99632  42.09s
    590       [36m0.01935[0m       0.01464      1.32204      0.99586  42.73s
    591       0.02308       0.01280      1.80289      0.99678  42.70s
    592       0.02506       0.01546      1.62100      0.99586  42.10s
    593       0.02534       0.01766      1.43481      0.99586  41.89s
    594       0.02347       0.01970      1.19153      0.99540  42.30s
    595       0.02184       0.01270      1.71897      0.99540  42.50s
    596       0.02888       0.01753      1.64729      0.99540  42.98s
    597       0.02506       0.01880      1.33285      0.99586  42.59s
    598       0.02621       0.01578      1.66144      0.99586  42.24s
    599       0.02523       0.01961      1.28673      0.99449  42.25s
    600       0.02284       0.02109      1.08311      0.99403  42.17s
    601       0.02580       0.01708      1.51072      0.99586  42.61s
    602       0.02514       0.01468      1.71314      0.99540  42.82s
    603       [36m0.01786[0m       0.01368      1.30607      0.99586  42.75s
    604       0.02532       0.01327      1.90765      0.99724  43.04s
    605       0.02305       0.03001      0.76804      0.99403  42.87s
    606       0.02284       0.02222      1.02763      0.99403  42.98s
    607       0.02385       0.01961      1.21609      0.99540  42.92s
    608       0.02339       0.02236      1.04606      0.99494  42.75s
    609       0.01821       0.01895      0.96097      0.99494  42.65s
    610       0.02716       0.02089      1.30022      0.99403  42.24s
    611       0.02089       0.01643      1.27129      0.99494  42.16s
    612       0.02123       0.03133      0.67766      0.98904  42.90s
    613       0.02148       0.02674      0.80340      0.99357  42.77s
    614       0.02144       0.02307      0.92954      0.99449  42.87s
    615       0.01994       0.01279      1.55831      0.99540  42.87s
    616       0.02335       0.01927      1.21199      0.99449  43.19s
    617       0.02069       0.01153      1.79439      0.99678  43.03s
    618       0.02448       0.02368      1.03363      0.99494  42.53s
    619       0.02266       0.02119      1.06939      0.99494  43.05s
    620       0.02254       0.03739      0.60276      0.98720  42.85s
    621       0.02365       0.01275      1.85473      0.99724  42.59s
    622       0.02609       0.02799      0.93211      0.99494  42.73s
    623       0.02204       0.02076      1.06175      0.99449  42.93s
    624       0.02078       0.01403      1.48087      0.99540  42.71s
    625       0.02288       0.01844      1.24110      0.99494  43.11s
    626       0.03014       0.02128      1.41661      0.99403  42.68s
    627       0.02246       0.01817      1.23617      0.99403  42.77s
    628       0.02534       0.01785      1.41974      0.99494  42.66s
    629       0.01838       0.01794      1.02454      0.99540  42.89s
    630       0.02429       0.02636      0.92148      0.99357  43.00s
    631       0.02910       0.03735      0.77895      0.98858  43.22s
    632       0.02189       0.01965      1.11396      0.99540  43.27s
    633       0.02247       0.02107      1.06656      0.99586  43.25s
    634       0.02416       0.01824      1.32494      0.99586  43.00s
    635       0.02402       0.02978      0.80662      0.99357  43.30s
    636       0.02555       0.02668      0.95739      0.99403  43.02s
    637       0.02376       0.01567      1.51613      0.99632  42.89s
    638       0.02161       0.01244      1.73757      0.99632  42.96s
    639       0.03040       0.01695      1.79402      0.99632  42.88s
    640       0.02474       0.01787      1.38463      0.99586  42.93s
    641       0.02688       0.02174      1.23638      0.99403  42.52s
    642       0.02855       0.02308      1.23726      0.99540  42.53s
    643       0.02267       0.02097      1.08096      0.99494  42.78s
    644       0.02663       0.02072      1.28560      0.99494  42.87s
    645       0.02702       0.02009      1.34502      0.99494  42.76s
    646       0.02272       0.01800      1.26209      0.99540  43.14s
    647       0.02129       0.01774      1.20032      0.99494  43.40s
    648       0.01916       0.01502      1.27515      0.99403  43.00s
    649       0.02132       [32m0.01101[0m      1.93535      0.99632  42.93s
    650       0.02019       0.01998      1.01049      0.99540  43.03s
    651       0.02000       0.02083      0.95977      0.99632  43.36s
    652       0.02195       0.01837      1.19435      0.99540  43.38s
    653       0.02490       0.01842      1.35215      0.99494  43.28s
    654       0.02917       0.02540      1.14837      0.99449  43.20s
    655       0.02552       0.01771      1.44061      0.99678  43.09s
    656       0.02560       0.01707      1.49946      0.99540  43.03s
    657       0.02308       0.01552      1.48744      0.99678  42.86s
    658       0.01820       0.02364      0.76984      0.99586  42.37s
    659       0.01971       0.01862      1.05845      0.99678  42.23s
    660       0.03012       0.02064      1.45929      0.99632  42.25s
    661       0.02118       0.01625      1.30332      0.99678  42.20s
    662       0.02382       0.01654      1.43986      0.99632  42.23s
    663       0.02139       0.02738      0.78100      0.99403  42.24s
    664       0.02176       0.01986      1.09540      0.99632  42.19s
    665       0.02111       0.01596      1.32273      0.99632  42.11s
    666       0.02070       0.01883      1.09895      0.99449  42.14s
    667       0.02263       0.01567      1.44454      0.99632  42.16s
    668       0.02477       0.02114      1.17131      0.99586  42.11s
    669       0.02021       0.02659      0.76025      0.99494  41.88s
    670       0.02235       0.01617      1.38248      0.99586  41.50s
    671       0.02852       0.02481      1.14951      0.99494  42.11s
    672       0.02314       0.01939      1.19345      0.99540  42.00s
    673       0.02443       0.01858      1.31451      0.99494  42.18s
    674       0.02468       0.01937      1.27401      0.99586  42.11s
    675       0.01949       0.01496      1.30271      0.99540  41.81s
    676       0.01898       0.01583      1.19897      0.99632  42.11s
    677       0.01979       0.01642      1.20506      0.99632  42.18s
    678       0.02339       0.01927      1.21378      0.99494  42.07s
    679       0.02402       0.01313      1.82982      0.99724  42.17s
    680       0.02309       0.01359      1.69880      0.99678  42.23s
    681       0.02459       0.01469      1.67413      0.99632  42.43s
    682       0.02050       0.01587      1.29197      0.99586  42.29s
    683       0.02411       0.01240      1.94520      0.99724  42.20s
    684       0.02368       0.01764      1.34253      0.99632  42.28s
    685       0.01945       0.01572      1.23710      0.99632  42.10s
    686       0.02002       [32m0.00923[0m      2.16921      0.99770  42.33s
    687       0.02501       0.01448      1.72668      0.99632  42.46s
    688       0.02520       0.01782      1.41382      0.99632  42.27s
    689       0.02124       0.02269      0.93638      0.98950  42.29s
    690       0.02270       0.01695      1.33953      0.99586  41.73s
    691       0.02068       0.01545      1.33880      0.99724  42.24s
    692       0.01984       0.01441      1.37665      0.99678  42.30s
    693       0.02135       0.01473      1.44942      0.99724  42.16s
    694       0.02649       0.01565      1.69256      0.99678  42.10s
    695       [36m0.01480[0m       0.01235      1.19861      0.99724  42.22s
    696       0.02719       0.01731      1.57107      0.99540  42.08s
    697       0.02073       0.01322      1.56801      0.99678  42.21s
    698       0.02120       0.01797      1.18032      0.99586  42.03s
    699       0.02096       0.00945      2.21925      0.99816  42.11s
    700       0.02023       0.01758      1.15083      0.99632  42.36s
    701       0.02325       0.01274      1.82478      0.99724  42.47s
    702       0.02368       0.01691      1.39999      0.99540  42.37s
    703       0.02583       0.01462      1.76605      0.99586  42.43s
    704       0.02226       0.01150      1.93448      0.99724  42.59s
    705       0.02148       0.01407      1.52667      0.99724  42.25s
    706       0.02061       0.01192      1.72886      0.99678  42.47s
    707       0.01830       0.02128      0.86001      0.99494  42.29s
    708       0.02464       0.01342      1.83577      0.99586  42.38s
    709       0.02621       0.01603      1.63519      0.99540  42.19s
    710       0.02670       0.01480      1.80419      0.99632  42.07s
    711       0.01669       0.01718      0.97154      0.99632  42.17s
    712       0.01905       0.01359      1.40193      0.99678  42.32s
    713       0.01927       0.01652      1.16703      0.99540  42.37s
    714       0.01534       0.01567      0.97897      0.99632  42.19s
    715       0.02243       0.02046      1.09635      0.99540  40.83s
    716       0.02487       0.01830      1.35859      0.99586  41.78s
    717       0.02273       0.01940      1.17193      0.99586  42.11s
    718       0.01933       0.01408      1.37285      0.99678  42.03s
    719       0.02033       0.01937      1.04946      0.99540  42.28s
    720       0.01645       0.01726      0.95302      0.99586  42.15s
    721       0.02353       0.01483      1.58666      0.99586  42.43s
    722       0.01769       0.01199      1.47507      0.99494  42.54s
    723       0.01902       0.01090      1.74533      0.99586  40.96s
    724       0.02318       0.01273      1.82122      0.99724  40.74s
    725       0.01695       0.00944      1.79580      0.99724  40.43s
    726       0.02501       0.01425      1.75465      0.99770  40.84s
    727       0.02237       0.01466      1.52612      0.99678  40.80s
    728       0.02284       0.01050      2.17467      0.99678  40.69s
    729       0.01736       0.01281      1.35571      0.99586  40.54s
    730       0.02008       0.01170      1.71560      0.99678  40.95s
    731       0.02246       0.01289      1.74251      0.99678  40.87s
    732       0.02227       0.01869      1.19203      0.99540  40.70s
    733       0.01980       0.01923      1.02955      0.99724  42.61s
    734       0.02340       0.01327      1.76352      0.99724  42.16s
    735       0.02326       0.02156      1.07880      0.99403  42.17s
    736       0.01959       0.01725      1.13566      0.99586  42.21s
    737       0.01933       0.02139      0.90379      0.99632  41.86s
    738       0.02319       0.02309      1.00411      0.99226  42.06s
    739       0.02146       0.01770      1.21233      0.99226  42.01s
    740       0.02331       0.02051      1.13672      0.99180  42.18s
    741       0.01791       0.01848      0.96927      0.99586  42.30s
    742       0.01720       0.01856      0.92719      0.99226  42.33s
    743       0.02320       0.01745      1.32921      0.99632  42.58s
    744       0.02255       0.01784      1.26438      0.99632  42.31s
    745       0.01885       0.01377      1.36922      0.99724  42.32s
    746       0.01875       0.01949      0.96217      0.99632  42.41s
    747       0.02196       0.01609      1.36445      0.99494  42.32s
    748       0.01936       0.01554      1.24543      0.99540  42.27s
    749       0.01860       0.01478      1.25821      0.99540  42.56s
    750       0.01665       0.01199      1.38832      0.99724  42.67s
    751       0.02677       0.01245      2.15049      0.99770  42.45s
    752       [36m0.01476[0m       0.01155      1.27828      0.99724  42.29s
    753       [36m0.01419[0m       0.01563      0.90783      0.99724  42.82s
    754       0.01660       0.01699      0.97733      0.99678  42.83s
    755       0.01983       0.01532      1.29447      0.99494  42.53s
    756       [36m0.01132[0m       0.01026      1.10333      0.99770  42.78s
    757       0.02554       0.01386      1.84291      0.99678  42.69s
    758       0.02130       0.01002      2.12532      0.99770  42.21s
    759       0.01993       0.01494      1.33425      0.99632  42.31s
    760       0.02164       0.01161      1.86471      0.99724  42.73s
    761       0.01491       0.01307      1.14026      0.99678  42.82s
    762       0.01977       0.01800      1.09861      0.99632  42.94s
    763       0.01867       0.01542      1.21027      0.99770  42.91s
    764       0.02332       0.01445      1.61358      0.99632  42.73s
    765       0.02103       0.01352      1.55559      0.99678  42.60s
    766       0.01647       0.01669      0.98664      0.99678  43.05s
Early stopping.
Best valid loss was 0.009230 at epoch 686.
Loaded parameters to layer 'conv1' (shape 5x1x3x3).
Loaded parameters to layer 'conv1' (shape 5).
Loaded parameters to layer 'conv2' (shape 10x5x2x2).
Loaded parameters to layer 'conv2' (shape 10).
Loaded parameters to layer 'conv3' (shape 20x10x2x2).
Loaded parameters to layer 'conv3' (shape 20).
Loaded parameters to layer 'hidden4' (shape 2420x230).
Loaded parameters to layer 'hidden4' (shape 230).
Loaded parameters to layer 'hidden5' (shape 230x150).
Loaded parameters to layer 'hidden5' (shape 150).
Loaded parameters to layer 'output' (shape 150x2).
Loaded parameters to layer 'output' (shape 2).
